Dataset,test_f1_macro_mean_GE-11,test_f1_macro_mean_GE-3,test_f1_macro_mean_GE-5,test_f1_macro_mean_GE-7,test_f1_macro_mean_GE-9,test_f1_macro_mean_HARF-70,test_f1_macro_mean_HARF-75,test_f1_macro_mean_HARF-80,test_f1_macro_mean_HARF-85,test_f1_macro_mean_HARF-90,test_f1_macro_mean_ORBoost-11,test_f1_macro_mean_ORBoost-15,test_f1_macro_mean_ORBoost-19,test_f1_macro_mean_ORBoost-3,test_f1_macro_mean_ORBoost-7
40647_GAMETES_Epistasis_2-Way_20atts_0_10_5.csv.gz,0.668555211729742,0.6434087908288568,0.6549119466240145,0.6649775508696629,0.6641787048599898,0.5873048373841275,0.5692510123031181,0.5575081838099732,0.5534585944816817,0.5497508121682381,0.5948100863483576,0.5458764527508522,0.5360067529836905,0.6337386388699935,0.6591639521117999
40647_GAMETES_Epistasis_2-Way_20atts_0_10_6.csv.gz,0.6680366358688024,0.6444911838355022,0.652272782738489,0.6663577663638882,0.6671903723015573,0.6026062011367327,0.582060720939909,0.57133649449589,0.5686166042888788,0.561570587443843,0.5599075139171983,0.5451850771067211,0.544709252214002,0.6089486658290465,0.5875205668533078
40647_GAMETES_Epistasis_2-Way_20atts_0_10_7.csv.gz,0.6629295727409489,0.6447122413632984,0.6540895584374141,0.6643273432842676,0.6627027666775462,0.5948246073935871,0.5768851617132058,0.5611968720478017,0.5611550153689558,0.5543149838600269,0.5838279825416187,0.5568503781151436,0.5417697441306726,0.6076506332638101,0.6498076786299101
40647_GAMETES_Epistasis_2-Way_20atts_0_10_8.csv.gz,0.6645638726728166,0.6460668988774938,0.6533425661652084,0.6629523431689216,0.6613510258822282,0.597687603969719,0.5812175691003713,0.5697613071980491,0.566840030823419,0.5623001761681392,0.577461274020822,0.5525809693290915,0.5522509194337002,0.6250558457235377,0.6261226032190431
40647_GAMETES_Epistasis_2-Way_20atts_0_10_9.csv.gz,0.6649331104801228,0.6387166343562757,0.6460639134250062,0.6584150001335674,0.6612477447034761,0.6081237394937345,0.5881599069250913,0.5757816838967802,0.5723407434378663,0.5669999074882123,0.5707916105209049,0.548546939262942,0.5382393709167714,0.6292670182528723,0.5989440316305078
40647_GAMETES_Epistasis_2-Way_20atts_0_20_0.csv.gz,0.6691460843805069,0.6448359934592977,0.6513571702789841,0.6666837623721709,0.6671528524968217,0.6012496578725158,0.5815228268650157,0.5695028986489846,0.5665635650717482,0.5641273086797431,0.545252271518221,0.5412491092820261,0.5403640357977489,0.5820512786233905,0.572958801059425
40647_GAMETES_Epistasis_2-Way_20atts_0_20_1.csv.gz,0.6675520306530133,0.6373877027447109,0.6556192837969378,0.6634431613894552,0.6655195761118694,0.588791642873954,0.5706109123809889,0.5544758891487533,0.5521144452621217,0.5442131040769723,0.5888499505597082,0.5542930491861076,0.5425036214302059,0.5752592823903514,0.6731906438156219
40647_GAMETES_Epistasis_2-Way_20atts_0_20_2.csv.gz,0.6640160273027963,0.6425895025798574,0.6515168578194858,0.6620860251385049,0.6634230800449689,0.5869881832576116,0.5699867267128689,0.5563198658207765,0.5521191322976495,0.550870368747555,0.5674621483273324,0.5433505252872695,0.542171964153299,0.6326869870036217,0.6343781119234148
40647_GAMETES_Epistasis_2-Way_20atts_0_20_3.csv.gz,0.6673813400599872,0.6397966173251114,0.6510924252216261,0.6600046835799858,0.6621191903184824,0.5796989102197132,0.5614429747732967,0.5465047450626528,0.5429603725776796,0.5404293440938484,0.583210553394117,0.5371341236545955,0.5332468621317483,0.6927046025111703,0.649132199510571
40647_GAMETES_Epistasis_2-Way_20atts_0_20_4.csv.gz,0.6651923582530976,0.6400355435883417,0.6415717220938251,0.6597056465223606,0.6612563625881216,0.6026306943562765,0.5810215906506115,0.5729108041547513,0.5680808024795457,0.5632080599520123,0.557163190433944,0.5446533114168811,0.5414590819612836,0.590994313211009,0.5957835234138076
40647_GAMETES_Epistasis_2-Way_20atts_0_20_5.csv.gz,0.6643082789875376,0.6423948630548392,0.6498871532809352,0.6610708646266771,0.6649475686070798,0.5901320152141526,0.5712738795004536,0.5571251537408594,0.5543534783716607,0.5519375017778937,0.5606308101765751,0.5453036478615403,0.5424665172867605,0.647698133125583,0.6061328180264988
40647_GAMETES_Epistasis_2-Way_20atts_0_20_6.csv.gz,0.6637705433834695,0.6420491043018336,0.6479132913624945,0.6611177369746357,0.6616246760130342,0.5919905207061466,0.5720671837782875,0.5582070341736624,0.5534715734673973,0.5526672156928707,0.5521822867898453,0.5486330918810807,0.5415603819700574,0.592174358736344,0.5920502095546475
40647_GAMETES_Epistasis_2-Way_20atts_0_20_7.csv.gz,0.6666691329884402,0.6461155652158489,0.6555891389752432,0.6665915510804445,0.6641994366393138,0.5902265423241052,0.5744069072741478,0.5594809325532525,0.560116028735851,0.5558190640146464,0.6058919407255479,0.552238661195873,0.5466708511932511,0.6655750584667208,0.6501372914098212
40647_GAMETES_Epistasis_2-Way_20atts_0_20_8.csv.gz,0.6633362266784135,0.6402210320913234,0.6455426720311764,0.6574713618841266,0.6621329232126549,0.5953883103675536,0.5781919161787479,0.5668943130779585,0.5645113437816033,0.5604065192801564,0.6074050061476329,0.5686975130095567,0.5622840984229368,0.6320879138046395,0.6592255598125543
40647_GAMETES_Epistasis_2-Way_20atts_0_20_9.csv.gz,0.6644607755038566,0.6397502779760679,0.6473218830991917,0.6615089413391294,0.6596968266307328,0.5819716865315482,0.5630181497032636,0.5494248015092998,0.5483482848474934,0.5438310586311644,0.5807049963432656,0.5377950115404753,0.5346376900474591,0.650864633980119,0.6264254522264728
40647_GAMETES_Epistasis_2-Way_20atts_0_5_0.csv.gz,0.6699310504298167,0.6419325978255315,0.648638170043485,0.6640646405151063,0.6654817283437068,0.6109516442238586,0.5870535421685583,0.5772101035904984,0.5729112337530099,0.5659518161457726,0.5711717298499047,0.5492292057344469,0.5406930461153595,0.604109213431143,0.6295266831699516
40647_GAMETES_Epistasis_2-Way_20atts_0_5_1.csv.gz,0.6782295423573967,0.6566442569926305,0.6649442189160071,0.6754173097165248,0.6753132023947619,0.6094868113889739,0.5886524952990633,0.5743331012592319,0.5707858356355918,0.562533957561339,0.5733651854166179,0.5730618518814752,0.5664887169378797,0.6582557177779232,0.6151426687627668
40647_GAMETES_Epistasis_2-Way_20atts_0_5_2.csv.gz,0.6800834656212694,0.6554977866242204,0.6664327815351018,0.6799556065427173,0.6804244032807647,0.6190103056370301,0.5976107354506647,0.5841947449063679,0.5797679871469296,0.5699913472827967,0.5494299496298971,0.5434322554034091,0.5334309089562099,0.6027983942021276,0.5847669495237957
40647_GAMETES_Epistasis_2-Way_20atts_0_5_3.csv.gz,0.6640223222740126,0.6424361378657939,0.6483188642511835,0.6586204277445771,0.6584557968332999,0.6056849497758541,0.5841271367670098,0.5695887800610823,0.568572991424795,0.5612085402303589,0.5726860328733946,0.5546318642271234,0.5485253375290948,0.6122590786260759,0.6263002716198974
40647_GAMETES_Epistasis_2-Way_20atts_0_5_4.csv.gz,0.6794499398138403,0.6491805063899929,0.6615753030872554,0.6752751914286302,0.6789964577443471,0.6080157002567614,0.5872397880595819,0.5713202826647625,0.5643274235465214,0.5583055698265219,0.5656713617135218,0.5585225983723379,0.551241115404141,0.5963290183654257,0.6238207415249728
40647_GAMETES_Epistasis_2-Way_20atts_0_5_5.csv.gz,0.6689238699657823,0.6384573550408088,0.6520159797437227,0.6617365668698016,0.6655489893137622,0.6068559909933022,0.588166987728582,0.5739566341722361,0.5706964841768847,0.5618177661626302,0.5566289000789822,0.5577493889941627,0.5480328934230563,0.5757397880566613,0.5695778955570654
40647_GAMETES_Epistasis_2-Way_20atts_0_5_6.csv.gz,0.6655334836970556,0.6429452634945012,0.6511280256794197,0.6628425457398898,0.6650334896359638,0.6093223022315996,0.5906767043365734,0.5792817191650951,0.5728214133133117,0.5677397894750795,0.544837120063231,0.5432486897527973,0.532765032669567,0.6063442314124015,0.5901673820928126
40647_GAMETES_Epistasis_2-Way_20atts_0_5_7.csv.gz,0.6684086772574402,0.649920467196673,0.6597424775951773,0.6679026255738492,0.6684487041843156,0.5968625655816081,0.5789114332840688,0.565514243542599,0.5620807725198808,0.5560399637425797,0.5781084687382165,0.5548928525338491,0.5404022993180573,0.6378772340844557,0.6317742436942919
40647_GAMETES_Epistasis_2-Way_20atts_0_5_8.csv.gz,0.6642008541035146,0.6392814318901274,0.6474223073804715,0.6593256826692746,0.6647323375400531,0.6031426365607266,0.5821335682395999,0.5711127108251042,0.5675061557299577,0.5612263727333516,0.5667161046436088,0.5570247587532208,0.5436003331174148,0.5614234565405797,0.6116501266006483
40647_GAMETES_Epistasis_2-Way_20atts_0_5_9.csv.gz,0.6661004217335434,0.6449001207031467,0.6513598648273738,0.6643736473037599,0.6664920815821924,0.6063252032204679,0.5883065784796186,0.5721956289159653,0.5690997267832095,0.5642033231405799,0.5615568043118107,0.5612046277750428,0.5435316558184167,0.6104501680267894,0.5986649249559316
40648_GAMETES_Epistasis_3-Way_20atts_0_10_0.csv.gz,0.6653646329028663,0.640939761501921,0.6485243582767224,0.6537901791466224,0.658233275716229,0.5836777189627699,0.5680704729091427,0.5569472685432473,0.5544751894321138,0.5501539965721527,0.5896966808616162,0.5612569639191723,0.5544818059191621,0.7518368468650227,0.687149116873518
40648_GAMETES_Epistasis_3-Way_20atts_0_10_1.csv.gz,0.6581393588896641,0.6372132917933533,0.6406553534944962,0.6464246006382642,0.6490881803444245,0.5807083688905498,0.5614129469548275,0.5547158037759803,0.5553078967656758,0.5514491308171443,0.5893436655028457,0.5530994519043502,0.5491070173066683,0.6491120042641759,0.6712096619497503
40648_GAMETES_Epistasis_3-Way_20atts_0_10_2.csv.gz,0.6551333609967732,0.6378545965897718,0.6447602059987376,0.6476532466569975,0.6507800931975755,0.5811279315578121,0.5649331109777384,0.5585409661011521,0.5559367886276074,0.5537459824447002,0.5732023146923647,0.5518484559370743,0.5484325857562911,0.7205115182458853,0.6467366724286411
40648_GAMETES_Epistasis_3-Way_20atts_0_10_3.csv.gz,0.6695958915375197,0.646071680697792,0.6496085901141003,0.6574593399951537,0.6629976593583551,0.5845051877311114,0.5652012303249829,0.5553424915065442,0.5523232440546707,0.5491179976125,0.587007186445396,0.5593630465052378,0.5519670902798888,0.728996133889052,0.6736306689057203
40648_GAMETES_Epistasis_3-Way_20atts_0_10_4.csv.gz,0.6740805319680999,0.6525112760425072,0.6583467611946585,0.6618087481876205,0.6644221843533218,0.5851630056928785,0.5691056789580773,0.5615235771708788,0.555070844491917,0.5529402661141138,0.5886733358548785,0.565984329617366,0.5604258745705628,0.6995468435309462,0.6394267938736168
40648_GAMETES_Epistasis_3-Way_20atts_0_10_5.csv.gz,0.6543620659980921,0.6382413619676478,0.6411251069334507,0.6475416258474163,0.6487032653268066,0.5820484786895911,0.5644020001020823,0.5589872161707649,0.55733466673823,0.553206515632834,0.6078016730455104,0.5473866557261735,0.5448252030941734,0.686495903509996,0.6796520863980833
40648_GAMETES_Epistasis_3-Way_20atts_0_10_6.csv.gz,0.6609698656650855,0.6389110482632683,0.6467087445259965,0.6488402607641847,0.6526122754935563,0.5859953895364959,0.5683371593477564,0.5602948906120876,0.5583521657249259,0.554909857924877,0.5886260387823995,0.553212261172497,0.5510340358332168,0.6783510876101007,0.6618604274056876
40648_GAMETES_Epistasis_3-Way_20atts_0_10_7.csv.gz,0.6572521942632599,0.6384246920837537,0.6398130321220179,0.6472877902596772,0.6474211881448269,0.5787082874626204,0.5625963296508312,0.5516812300685155,0.5525288965433627,0.5495809193492448,0.5765384643493163,0.5533714078270242,0.5501162724632117,0.6154618249701432,0.6335999474871442
40648_GAMETES_Epistasis_3-Way_20atts_0_10_8.csv.gz,0.667163553243516,0.6413215333402147,0.6466797265555668,0.6543144497783452,0.6592810645298196,0.5783647973475438,0.5613370241671898,0.5494529315243101,0.5451447789933073,0.5422670832450541,0.5817456480106837,0.5473404276683792,0.5465832223219397,0.718044673259721,0.6886007877868268
40648_GAMETES_Epistasis_3-Way_20atts_0_10_9.csv.gz,0.6535531691654222,0.637203130523087,0.6403559487551717,0.6451529801589132,0.6493713745397762,0.5795947215071218,0.5634124889662437,0.5545147244451902,0.5521417388950507,0.5493274602263045,0.565901549105874,0.5484036823466778,0.5450833108058588,0.695669727563232,0.645055802430631
40648_GAMETES_Epistasis_3-Way_20atts_0_20_0.csv.gz,0.6606787236623421,0.6356767828345012,0.6446801073342471,0.6510277877194717,0.6551407610098576,0.5834321608457952,0.5671523173811842,0.5582145341448697,0.5534424946096801,0.5514130658729172,0.5842121095759457,0.5562304078998888,0.5490038637886314,0.7474461415871734,0.6767698885136408
40648_GAMETES_Epistasis_3-Way_20atts_0_20_1.csv.gz,0.6549587330302475,0.6358077507394329,0.6402983330899061,0.6463615379170649,0.6509108501280275,0.5702114712330125,0.5547565481248582,0.5462325852329274,0.5439457803305761,0.5415491057829938,0.5521421855701456,0.5413517826764963,0.5415442979919477,0.6268106259944584,0.6579100814437343
40648_GAMETES_Epistasis_3-Way_20atts_0_20_2.csv.gz,0.6545379193434332,0.6401414325678484,0.645608022051742,0.6458215820730886,0.6497139320391403,0.5790110632127591,0.562803177067584,0.5572409491615992,0.557132636257202,0.5547745879937689,0.5882357652394555,0.5510112657459033,0.5468291579563916,0.6726535040921149,0.6342540290019028
40648_GAMETES_Epistasis_3-Way_20atts_0_20_3.csv.gz,0.6600607795153677,0.6410426404620597,0.6449623745121822,0.6445400658124322,0.6481160387706126,0.575150319981004,0.5593573516405079,0.5521685065101984,0.5502428780004172,0.5482290277361329,0.5535535958970798,0.5488865896074617,0.5418362806434786,0.4421197098060034,0.6187637293307633
40648_GAMETES_Epistasis_3-Way_20atts_0_20_4.csv.gz,0.6686045341643826,0.6388399384115329,0.6478732058142296,0.6572650648120342,0.6589426844143971,0.5845853365074786,0.5667367009435377,0.5565085294518393,0.5520487133360729,0.549405390551432,0.5947853918315361,0.5623360892203065,0.5609727001326565,0.6631680978773704,0.6550670511882534
40648_GAMETES_Epistasis_3-Way_20atts_0_20_5.csv.gz,0.6616481654650259,0.6436740965308274,0.6484355083371542,0.6535057162254349,0.6557278106371524,0.5755545223059338,0.561363185237317,0.5535899061556164,0.5524653726943618,0.5497777808553406,0.559279906390516,0.5453599031365788,0.5439008319633071,0.6247242053672586,0.6284186812622043
40648_GAMETES_Epistasis_3-Way_20atts_0_20_6.csv.gz,0.6586469272823617,0.6333304967208577,0.6402164903942372,0.6469757737367169,0.6525734154560147,0.5668763338989459,0.552866826841474,0.544693380916481,0.5381767789562484,0.5349376013965438,0.5492651088037214,0.5371629608846835,0.5355830059050316,0.7005023903992162,0.6504881711322902
40648_GAMETES_Epistasis_3-Way_20atts_0_20_7.csv.gz,0.6665232803180102,0.6380517224314454,0.6472164282717091,0.6529541245642178,0.6573668836507633,0.5806533693750723,0.5591746721485455,0.5517873007581082,0.5461084044360102,0.5429691254034601,0.5704572321470582,0.5553736986281689,0.5467131865054761,0.6675471948623042,0.6513702194049497
40648_GAMETES_Epistasis_3-Way_20atts_0_20_8.csv.gz,0.6604991511774311,0.6352269907763225,0.6403443041284816,0.6502019372065045,0.6542625978726601,0.5726767981156419,0.5565375043857275,0.544780178691337,0.5388504640959255,0.5358441586751802,0.5599465716256731,0.5393067655032912,0.5387672459574665,0.6667598766088991,0.6710845866846797
40648_GAMETES_Epistasis_3-Way_20atts_0_20_9.csv.gz,0.6538896998286845,0.6393940746644795,0.642797688561598,0.6451539682187186,0.6477956285458223,0.5774480955449222,0.5600917368648751,0.5561118874370607,0.5542089514126048,0.5504154092940419,0.5641395687058309,0.5533782624320515,0.5491714358217529,0.702264916585899,0.6450550278150833
40648_GAMETES_Epistasis_3-Way_20atts_0_5_0.csv.gz,0.6567173812344848,0.6375890384507321,0.6399513130581714,0.6475121329955863,0.6491964982802589,0.5747572718719676,0.5600241981304002,0.5503274844547943,0.5506876122161988,0.5480261532730016,0.5527547042329799,0.5481280638696899,0.5451495195378445,0.6709029650161261,0.6019663268281271
40648_GAMETES_Epistasis_3-Way_20atts_0_5_1.csv.gz,0.6560657903120388,0.6386433756421924,0.6432010223295458,0.6470603199460918,0.6503528543922631,0.5769226618422109,0.5633228959087916,0.5522247846264422,0.550733640246103,0.5489211236230367,0.5636941336482514,0.5537729803939171,0.552858876490122,0.6928663608178105,0.6298524180271688
40648_GAMETES_Epistasis_3-Way_20atts_0_5_2.csv.gz,0.659269941824041,0.6355946560782908,0.640803288012071,0.6487706794656637,0.6517819443936204,0.5804429888582625,0.5625140681805081,0.5519448522076131,0.5493786082938047,0.5449931873471214,0.5665772878273574,0.5428091416250835,0.5413527766083892,0.6531057626981891,0.6342384560071088
40648_GAMETES_Epistasis_3-Way_20atts_0_5_3.csv.gz,0.6597421541823052,0.6374828892656393,0.6475181689879208,0.6497128186274869,0.6547218000141032,0.58459508787992,0.5657461637851386,0.5580131090917925,0.554446854826628,0.5515156314430729,0.6225142986591978,0.5560983430993381,0.5515861135862579,0.7302239170021463,0.7028651190055516
40648_GAMETES_Epistasis_3-Way_20atts_0_5_4.csv.gz,0.6655618138734478,0.6387414447785159,0.6441864561836093,0.6509442361690987,0.6579149527151609,0.5799322795732718,0.563071175904107,0.5544688458384597,0.548047487262108,0.5434276813167095,0.5948484357915848,0.5511298744752573,0.5511426796412469,0.7296607633535708,0.6987980580769643
40648_GAMETES_Epistasis_3-Way_20atts_0_5_5.csv.gz,0.6592607144718905,0.6437446410144474,0.6449775649284084,0.65104205929413,0.6522788650639021,0.5922709233648159,0.5738767202667163,0.5632795005107407,0.5630449684113148,0.5585820620700704,0.5697761280098381,0.5550320709328648,0.5547567353336456,0.6254863525504541,0.6401591024468939
40648_GAMETES_Epistasis_3-Way_20atts_0_5_6.csv.gz,0.6578027003568536,0.6333786606317805,0.6376362769557055,0.648580633176111,0.6515949093442098,0.5717198273190605,0.5559575706009643,0.5456146059151105,0.5430722824195583,0.5387345322962237,0.5687154341885485,0.5405815036879543,0.5404090026514821,0.6812678666624106,0.6615810884293911
40648_GAMETES_Epistasis_3-Way_20atts_0_5_7.csv.gz,0.6672899753140732,0.6411178859085404,0.6466936409424381,0.6561728923637962,0.6589330086279073,0.5817264590629445,0.5648822795803616,0.5546873040401431,0.5524848699513424,0.5462169718477871,0.584376260906025,0.5511536150010434,0.5494095878768581,0.6718031769552892,0.6742081152171864
40648_GAMETES_Epistasis_3-Way_20atts_0_5_8.csv.gz,0.6550664958769,0.6366317345753053,0.6409036656987004,0.6467003645391479,0.650840443988631,0.575230010290327,0.5578310999251004,0.5481658085479232,0.5468719668561505,0.5443698988807781,0.5597426716614785,0.5512540360408643,0.5468837996023532,0.6065517901323042,0.6398073490808354
40648_GAMETES_Epistasis_3-Way_20atts_0_5_9.csv.gz,0.6749301199400738,0.647129995006556,0.6543071219199825,0.6608336155016856,0.6670222392722819,0.587542226892521,0.5699034662392207,0.5611054613583312,0.5571819006184652,0.5526908548257972,0.6071527532495055,0.5747262188237247,0.5722207657850844,0.7186918347102478,0.7027925937541416
40649_GAMETES_Heterogeneity_20atts_1600_Het_0_10_0.csv.gz,0.6940994620839334,0.6719031809259053,0.6907199663158147,0.699089035836179,0.702834602862491,0.631899078754281,0.6003336434132758,0.5842488580795672,0.5736138081060245,0.5604780423791825,0.5201748756284376,0.5123725022826058,0.511456563921465,0.5124912430587474,0.5734665869589272
40649_GAMETES_Heterogeneity_20atts_1600_Het_0_10_1.csv.gz,0.6975784778495988,0.6870021784430057,0.6960168576358066,0.7008825629956549,0.7052329268717402,0.6612703835459421,0.6276065005633845,0.6152615554880445,0.6028914806391169,0.5948503248992564,0.5667412295402516,0.5623996669990576,0.5613382804174989,0.5889884298625756,0.6171255284131776
40649_GAMETES_Heterogeneity_20atts_1600_Het_0_10_2.csv.gz,0.6917884203524192,0.6739508485622736,0.6936259199612568,0.6984114079273257,0.7012893887060332,0.6346159514260994,0.605158492725425,0.5916387198674447,0.577798799397904,0.5650489967092845,0.5248098094266376,0.5182123648691905,0.5178173392087175,0.5540849933099298,0.5621708965598865
40649_GAMETES_Heterogeneity_20atts_1600_Het_0_10_3.csv.gz,0.6929687523216866,0.6724305559731844,0.6887871650115481,0.6986127019647961,0.6985956378938011,0.6244540518586085,0.5961168189148133,0.5795533507560697,0.5701809783570851,0.5566639957454984,0.519272171740878,0.5131589918436248,0.5151761635644205,0.5433775250560628,0.5920232132572638
40649_GAMETES_Heterogeneity_20atts_1600_Het_0_10_4.csv.gz,0.6872487442062548,0.6653704397284714,0.6863057398706034,0.6924794072138296,0.6950679002494142,0.619908211822199,0.5909560230651834,0.5739873221101578,0.5621507872328284,0.5507020502113281,0.5145320688543539,0.5129540000621078,0.5062394512723024,0.519153725004882,0.562613068758093
40649_GAMETES_Heterogeneity_20atts_1600_Het_0_10_5.csv.gz,0.6905351430867094,0.672438519490954,0.6885472498177571,0.6954629562323531,0.6964302185342316,0.6267686796310211,0.5988827103625578,0.5829245188068488,0.5718953240864384,0.5618591255372364,0.508848705208187,0.5135397239439657,0.5161189112437932,0.5463517390380215,0.5745406293649734
40649_GAMETES_Heterogeneity_20atts_1600_Het_0_10_6.csv.gz,0.6925833515413228,0.6698392551684759,0.6886593600449424,0.695580610639131,0.6993851028098564,0.6310863283209452,0.6006172378380521,0.5840103030672812,0.5729039078983014,0.5611075775726365,0.5379641645027189,0.5234711559917724,0.5171755090263038,0.5628617959815461,0.5967771947868753
40649_GAMETES_Heterogeneity_20atts_1600_Het_0_10_7.csv.gz,0.6882024203478714,0.667288402543534,0.6866471239094813,0.6936330727689668,0.6955765355667809,0.6236532313790903,0.5952309413941734,0.5799103039368508,0.5681440607263002,0.557395161036128,0.5144916172996161,0.5083661717344617,0.5069036788369933,0.532145441016838,0.5690883337287805
40649_GAMETES_Heterogeneity_20atts_1600_Het_0_10_8.csv.gz,0.6933610013233187,0.6723672617478118,0.6906218590632288,0.6989589053415365,0.7014264138911328,0.6343736011392949,0.6004196572906227,0.5868245008892526,0.5741163775304079,0.563719700818683,0.5503747989140809,0.529202105045398,0.5305022199186379,0.5605842094671051,0.6141820150899207
40649_GAMETES_Heterogeneity_20atts_1600_Het_0_10_9.csv.gz,0.6896119382034342,0.6728801873026983,0.6903571828269363,0.6934453990482902,0.6973694548105372,0.6408040719220051,0.6052953570659083,0.5891676763629989,0.5753922119386242,0.5656795815213619,0.5334254392974866,0.536433975288254,0.5380114875980807,0.5504029392122374,0.5804073609256174
40649_GAMETES_Heterogeneity_20atts_1600_Het_0_20_0.csv.gz,0.6928600461328691,0.6736986952280957,0.6891147202902427,0.6977798108053446,0.6986242056587038,0.629159227017011,0.602772029210366,0.5873997448200111,0.5769551702932416,0.5656524160938288,0.519078708665987,0.525129087394477,0.5253289757884629,0.5815104739682887,0.5743322618927379
40649_GAMETES_Heterogeneity_20atts_1600_Het_0_20_1.csv.gz,0.6884114836383541,0.6672925260844628,0.6892294251989223,0.6949664727086764,0.6955574909922505,0.6210274602155982,0.5871473622308686,0.5722436397628026,0.5577571930672814,0.5466379370541927,0.505565080842784,0.49677760837873025,0.49007676358299035,0.5134676530860046,0.5444691247619063
40649_GAMETES_Heterogeneity_20atts_1600_Het_0_20_2.csv.gz,0.6857055269528916,0.6635908883535584,0.6849131687612632,0.6922225522258507,0.6950915409275557,0.610758175329417,0.5809265728793056,0.5658197312989182,0.5522989712391857,0.5391499840709278,0.5033391348055628,0.49319618716014135,0.48271003215293945,0.45034837284520335,0.5568871065668266
40649_GAMETES_Heterogeneity_20atts_1600_Het_0_20_3.csv.gz,0.6866391340062629,0.6702509115603107,0.6856585964370184,0.6920411927377224,0.6966585827786049,0.6167546669599576,0.5867746398125548,0.5686368698497113,0.5575149618226529,0.5417975424776921,0.5098249791592573,0.5029697718464577,0.49637888108131983,0.4686459876854576,0.561732625065443
40649_GAMETES_Heterogeneity_20atts_1600_Het_0_20_4.csv.gz,0.6894604598091749,0.6684183454994609,0.6869069463125106,0.6906750249463183,0.6972928809283938,0.628688863248858,0.5979590795881439,0.5804524662770753,0.5676379346633397,0.5555853590691722,0.5209040017698444,0.5075317787132325,0.5030488464954707,0.4807486474527182,0.5704425552208693
40649_GAMETES_Heterogeneity_20atts_1600_Het_0_20_5.csv.gz,0.6857736798575709,0.6597498973111726,0.6806635580578946,0.6881368118028618,0.692866392159261,0.6098398023998197,0.5782710102611207,0.5608239488150157,0.549263006793344,0.5367718824952878,0.5098466705171733,0.500812811378168,0.49183034925919134,0.45883978617108917,0.599425228284234
40649_GAMETES_Heterogeneity_20atts_1600_Het_0_20_6.csv.gz,0.6798074923071935,0.6654735075874665,0.6787898644706725,0.685644647117305,0.6898205157843558,0.6200303293194426,0.5852868053668279,0.5679260174068387,0.5564096706103073,0.5443361282748604,0.5176858719840064,0.5156339268036012,0.5140597947878915,0.5063081201775826,0.5535418218792573
40649_GAMETES_Heterogeneity_20atts_1600_Het_0_20_7.csv.gz,0.6890904554075693,0.6684483075792426,0.6880517112888505,0.6927649985778411,0.6983563265609888,0.6260836642281308,0.5943370669730591,0.5775612752205999,0.5645608175738317,0.5542576686280275,0.5207755511442432,0.5116243073587289,0.5065843193547253,0.49720110926581534,0.5535667879536154
40649_GAMETES_Heterogeneity_20atts_1600_Het_0_20_8.csv.gz,0.6809170320677796,0.6704866046070606,0.6870302726911228,0.6925318733054006,0.6926750347123957,0.6201440280546722,0.5897197694786036,0.5722755058093677,0.5607803807073681,0.5465770454506411,0.5129957769208889,0.5175662617946137,0.5144091803339325,0.4911891057909067,0.5485668304051626
40649_GAMETES_Heterogeneity_20atts_1600_Het_0_20_9.csv.gz,0.6869946154705815,0.6667063146781027,0.6839763695745197,0.6919496755491548,0.6958494422576323,0.616416789851434,0.5863802814525748,0.5694311008213506,0.5579526235853934,0.5464127139736454,0.5234338419918882,0.5109959683000771,0.5072295261131712,0.542073358248421,0.5687540994643585
40649_GAMETES_Heterogeneity_20atts_1600_Het_0_5_0.csv.gz,0.6928975138762319,0.6830092757231228,0.6943264384595413,0.6986776808949299,0.7035658970833358,0.6515840175829246,0.6160632486704138,0.6042414615296174,0.5909389338917497,0.5806351742549815,0.552468041623333,0.5405803162696871,0.5378690070530364,0.5536218871247496,0.6006405571725913
40649_GAMETES_Heterogeneity_20atts_1600_Het_0_5_1.csv.gz,0.683241096840886,0.6752288212507436,0.6862762754440576,0.6945411014621294,0.6944745041270365,0.6224559122051562,0.5899864748564138,0.5755156791886784,0.5652732410811562,0.5527076034059063,0.5167446541162137,0.5191760818936936,0.5181230965951917,0.5428632354677296,0.5599191072357508
40649_GAMETES_Heterogeneity_20atts_1600_Het_0_5_2.csv.gz,0.6967950457808935,0.6800915954244049,0.6948359639995574,0.7021261986439024,0.7069885555302539,0.6471601263378595,0.6170506081913005,0.6038307127666362,0.5929009334391115,0.5802382130231121,0.5508094012657052,0.5411073531576235,0.5364160428037262,0.5481378341942903,0.6047343571618363
40649_GAMETES_Heterogeneity_20atts_1600_Het_0_5_3.csv.gz,0.6840115339532482,0.6691972915298297,0.6864150003093628,0.6912750276331998,0.6937387367087722,0.623953901293437,0.5899869243487883,0.5756130889014006,0.5628760722260612,0.5531089608043553,0.5122918076427816,0.5038584406315177,0.5046959037705011,0.5495584163842413,0.5667404157828212
40649_GAMETES_Heterogeneity_20atts_1600_Het_0_5_4.csv.gz,0.6940646565754354,0.6742466295888759,0.6906637030384437,0.6984660662136859,0.702553705848935,0.6388875662759302,0.6075644647009387,0.5915238483835945,0.581221440659054,0.5694850986401336,0.5411748721313255,0.5355564490478342,0.528900581633697,0.5307608235272356,0.6058441354160952
